HTS Code,Material,Classification,Chapter,Chapter Description,Declaration Required,Notes
3304.99.50,Steel,Derivative Steel Article (Other Chapters),33,"Chapter 33: Essential oils and resinoids; perfumery, cosmetic or toilet preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3305.10.00,Steel,Derivative Steel Article (Other Chapters),33,"Chapter 33: Essential oils and resinoids; perfumery, cosmetic or toilet preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3305.30.00,Steel,Derivative Steel Article (Other Chapters),33,"Chapter 33: Essential oils and resinoids; perfumery, cosmetic or toilet preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3305.90.00,Steel,Derivative Steel Article (Other Chapters),33,"Chapter 33: Essential oils and resinoids; perfumery, cosmetic or toilet preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3306.90.00,Steel,Derivative Steel Article (Other Chapters),33,"Chapter 33: Essential oils and resinoids; perfumery, cosmetic or toilet preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3307.10.10,Steel,Derivative Steel Article (Other Chapters),33,"Chapter 33: Essential oils and resinoids; perfumery, cosmetic or toilet preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3307.10.20,Steel,Derivative Steel Article (Other Chapters),33,"Chapter 33: Essential oils and resinoids; perfumery, cosmetic or toilet preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3307.20.00,Steel,Derivative Steel Article (Other Chapters),33,"Chapter 33: Essential oils and resinoids; perfumery, cosmetic or toilet preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3307.49.00,Steel,Derivative Steel Article (Other Chapters),33,"Chapter 33: Essential oils and resinoids; perfumery, cosmetic or toilet preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3307.90.00,Steel,Derivative Steel Article (Other Chapters),33,"Chapter 33: Essential oils and resinoids; perfumery, cosmetic or toilet preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3401.30.10,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3401.30.50,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3402.31.90,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3402.49.90,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3402.50.11,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3402.50.51,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3402.90.10,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3402.90.30,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3402.90.50,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3403.19.10,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3403.19.50,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3403.99.00,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3405.10.00,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3405.20.00,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3405.40.00,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3405.90.00,Steel,Derivative Steel Article (Other Chapters),34,"Chapter 34: Soap, organic surface-active agents, washing preparations, lubricating preparations",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3506.10.50,Steel,Derivative Steel Article (Other Chapters),35,Chapter 35: Albuminoidal substances; modified starches; glues; enzymes,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3506.91.10,Steel,Derivative Steel Article (Other Chapters),35,Chapter 35: Albuminoidal substances; modified starches; glues; enzymes,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3506.91.50,Steel,Derivative Steel Article (Other Chapters),35,Chapter 35: Albuminoidal substances; modified starches; glues; enzymes,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3506.99.00,Steel,Derivative Steel Article (Other Chapters),35,Chapter 35: Albuminoidal substances; modified starches; glues; enzymes,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.59.10,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.59.40,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.61.10,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.61.50,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.62.10,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.62.50,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.69.10,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.69.50,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.91.15,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.91.25,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.91.30,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.91.50,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.94.10,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3808.94.50,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3809.91.00,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3810.10.00,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3811.19.00,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3811.21.00,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3814.00.10,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3814.00.20,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3814.00.50,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3820.00.00,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3824.99.9397,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3827.61.0000,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3827.62.0000,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3827.63.0000,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3827.64.0000,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3827.65.0000,Steel,Derivative Steel Article (Other Chapters),38,Chapter 38: Miscellaneous chemical products,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3925.20.00,Steel,Derivative Steel Article (Other Chapters),39,Chapter 39: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
3926.90.10,Steel,Derivative Steel Article (Other Chapters),39,Chapter 39: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7216.61.00,Steel,Primary Steel Article,72,Chapter 72: Iron and Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7216.69.00,Steel,Primary Steel Article,72,Chapter 72: Iron and Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7216.91.00,Steel,Primary Steel Article,72,Chapter 72: Iron and Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7216.91.0010,Steel,Primary Steel Article,72,Chapter 72: Iron and Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7301.10.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7301.20.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7301.20.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7302.30.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7302.40.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7302.90.9000,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.19.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.19.90,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.21.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.21.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.22.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.22.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.23.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.29.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.91.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
